ICD_Code,ICD_Group,Name
O4600,O,"Antepartum hemorrhage with coagulation defect, unspecified"
O4601,O,Antepartum hemorrhage with afibrinogenemia
O4602,O,Antepartum hemorrhage w disseminated intravasc coagulation
O4609,O,Antepartum hemorrhage with other coagulation defect
O468,O,Other antepartum hemorrhage
O468X,O,Other antepartum hemorrhage
O469,O,"Antepartum hemorrhage, unspecified"
O47,O,False labor
O470,O,False labor before 37 completed weeks of gestation
O48,O,Late pregnancy
O60,O,Preterm labor
O600,O,Preterm labor without delivery
O601,O,Preterm labor with preterm delivery
O6010,O,"Preterm labor with preterm delivery, unspecified trimester"
O6012,O,Preterm labor second tri w preterm delivery second trimeste
O6013,O,Preterm labor second tri w preterm delivery third trimester
O6014,O,Preterm labor third tri w preterm delivery third trimester
O602,O,Term delivery with preterm labor
O6020,O,"Term delivery with preterm labor, unspecified trimester"
O6022,O,"Term delivery with preterm labor, second trimester"
O6023,O,"Term delivery with preterm labor, third trimester"
O61,O,Failed induction of labor
O62,O,Abnormalities of forces of labor
O63,O,Long labor
O64,O,Obstructed labor due to malposition and malpresent of fetus
O640,O,Obstructed labor due to incomplete rotation of fetal head
O641,O,Obstructed labor due to breech presentation
O642,O,Obstructed labor due to face presentation
O643,O,Obstructed labor due to brow presentation
O644,O,Obstructed labor due to shoulder presentation
O645,O,Obstructed labor due to compound presentation
O648,O,Obstructed labor due to oth malposition and malpresentation
O649,O,"Obstructed labor due to malposition and malpresent, unsp"
O65,O,Obstructed labor due to maternal pelvic abnormality
O66,O,Other obstructed labor
O664,O,Failed trial of labor
O67,O,"Labor and delivery comp by intrapartum hemorrhage, NEC"
O69,O,Labor and delivery complicated by umbilical cord comp
O690,O,Labor and delivery complicated by prolapse of cord
O691,O,"Labor and delivery comp by cord around neck, w compression"
O692,O,"Labor and delivery comp by oth cord entangle, w compression"
O693,O,Labor and delivery complicated by short cord
O694,O,Labor and delivery complicated by vasa previa
O695,O,Labor and delivery complicated by vascular lesion of cord
O698,O,Labor and delivery complicated by other cord complications
O6981,O,"Labor and delivery comp by cord around neck, w/o compressio"
O6982,O,"Labor and delivery comp by oth cord entangle, w/o comprsn"
O6989,O,Labor and delivery complicated by other cord complications
O699,O,"Labor and delivery complicated by cord complication, unsp"
O70,O,Perineal laceration during delivery
O702,O,Third degree perineal laceration during delivery
O71,O,Other obstetric trauma
O710,O,Rupture of uterus (spontaneous) before onset of labor
O718,O,Other specified obstetric trauma
O72,O,Postpartum hemorrhage
O73,O,"Retained placenta and membranes, without hemorrhage"
O74,O,Complications of anesthesia during labor and delivery
O75,O,"Oth complications of labor and delivery, NEC"
O758,O,Other specified complications of labor and delivery
O77,O,Other fetal stress complicating labor and delivery
O86,O,Other puerperal infections
O860,O,Infection of obstetric surgical wound
O861,O,Other infection of genital tract following delivery
O862,O,Urinary tract infection following delivery
O868,O,Other specified puerperal infections
O87,O,Venous complications and hemorrhoids in the puerperium
O88,O,Obstetric embolism
O880,O,Obstetric air embolism
O8801,O,Obstetric air embolism in pregnancy
O881,O,Amniotic fluid embolism
O8811,O,Amniotic fluid embolism in pregnancy
O882,O,Obstetric thromboembolism
O8821,O,Thromboembolism in pregnancy
O883,O,Obstetric pyemic and septic embolism
O8831,O,Pyemic and septic embolism in pregnancy
O888,O,Other obstetric embolism
O8881,O,Other embolism in pregnancy
O89,O,Complications of anesthesia during the puerperium
O890,O,Pulmonary complications of anesthesia during the puerperium
O90,O,"Complications of the puerperium, not elsewhere classified"
O908,O,"Oth complications of the puerperium, NEC"
O91,O,"Infect of breast assoc w pregnancy, the puerp and lactation"
O910,O,"Infct of nipple assoc w pregnancy, the puerp and lactation"
O9101,O,Infection of nipple associated with pregnancy
O911,O,"Abscess of breast assoc w pregnancy, the puerp and lactatio"
O9111,O,Abscess of breast associated with pregnancy
O912,O,"Nonpurulent mastitis assoc w preg, the puerp and lactation"
O9121,O,Nonpurulent mastitis associated with pregnancy
O92,O,Oth disord of brst/lactatn assoc w pregnancy and the puerp
O920,O,"Retracted nipple assoc w pregnancy, the puerp, and lactatio"
O9201,O,Retracted nipple associated with pregnancy
O921,O,"Cracked nipple assoc w pregnancy, the puerp, and lactation"
O9211,O,Cracked nipple associated with pregnancy
O922,O,Oth and unsp disord of breast assoc w preg and the puerp
O927,O,Other and unspecified disorders of lactation
O98,O,Matern infec/parastc dis classd elsw but compl preg/chldbrt
O980,O,Tuberculosis compl preg/chldbrth
O9801,O,Tuberculosis complicating pregnancy
O981,O,Syphilis compl preg/chldbrth
O9811,O,Syphilis complicating pregnancy
O982,O,Gonorrhea compl preg/chldbrth
O9821,O,Gonorrhea complicating pregnancy
O983,O,Oth infections w sexl mode of transmiss compl preg/chldbrth
O9831,O,Oth infections w sexl mode of transmiss comp pregnancy
O984,O,Viral hepatitis compl preg/chldbrth
O9841,O,Viral hepatitis complicating pregnancy
O985,O,Oth viral diseases compl preg/chldbrth
O9851,O,Other viral diseases complicating pregnancy
O986,O,Protozoal diseases compl preg/chldbrth
O9861,O,Protozoal diseases complicating pregnancy
O987,O,Human immunodeficiency virus disease compl preg/chldbrth
O9871,O,Human immunodeficiency virus disease complicating pregnancy
O988,O,Oth maternal infec/parastc diseases compl preg/chldbrth
O9881,O,Oth maternal infec/parastc diseases complicating pregnancy
O989,O,Unsp maternal infec/parastc disease compl preg/chldbrth
O9891,O,Unsp maternal infec/parastc disease complicating pregnancy
O99,O,Oth maternal diseases classd elsw but compl preg/chldbrth
O990,O,"Anemia complicating pregnancy, childbirth and the puerperiu"
O9901,O,Anemia complicating pregnancy
O991,O,Other dis blood/immune compl preg/childbrth
O9911,O,Oth diseases of the bld/bld-form org/immun mechnsm comp pre
O992,O,"Endo, nutritional and metabolic diseases compl preg/chldbrt"
O9921,O,"Obesity comp pregnancy, childbirth, and the puerperium"
O9928,O,"Oth endo, nutritional and metab diseases compl preg/chldbrt"
O993,O,Mental disord and dis of the nervous sys compl preg/chldbrt
O9931,O,"Alcohol use comp pregnancy, childbirth, and the puerperium"
O9932,O,"Drug use comp pregnancy, childbirth, and the puerperium"
O9933,O,"Tobacco use disorder comp pregnancy, chldbrth, and the puer"
O9934,O,"Oth mental disorders comp pregnancy, chldbrth, and the puer"
O9935,O,"Dis of the nervous sys comp preg, chldbrth, and the puerp"
O994,O,Diseases of the circulatory system compl preg/chldbrth
O9941,O,Diseases of the circulatory system complicating pregnancy
O995,O,Diseases of the respiratory system compl preg/chldbrth
O9951,O,Diseases of the respiratory system complicating pregnancy
O996,O,Diseases of the digestive system compl preg/chldbrth
O9961,O,Diseases of the digestive system complicating pregnancy
O997,O,"Diseases of the skin, subcu compl preg/chldbrth"
O9971,O,"Diseases of the skin, subcu complicating pregnancy"
O998,O,Oth diseases and conditions compl preg/chldbrth
O9981,O,Abnormal glucose compl preg/chldbrth
O9982,O,Streptococcus B carrier state compl preg/chldbrth
O9983,O,Oth infection carrier state compl preg/chldbrth
O9984,O,Bariatric surgery status compl preg/chldbrth
O9989,O,Oth diseases and conditions compl preg/chldbrth
O9A,O,Maternl malig or injury compl preg/childbrth
O9A1,O,Malignant neoplasm compl preg/chldbrth
O9A11,O,Malignant neoplasm complicating pregnancy
O9A2,O,Inj/poisn/oth conseq of external causes compl preg/chldbrth
O9A21,O,Inj/poisn/oth conseq of external causes comp pregnancy
O9A3,O,Physical abuse compl preg/chldbrth
O9A31,O,Physical abuse complicating pregnancy
O9A4,O,Sexual abuse compl preg/chldbrth
O9A41,O,Sexual abuse complicating pregnancy
O9A5,O,Psychological abuse compl preg/chldbrth
O9A51,O,Psychological abuse complicating pregnancy
P00,P,NB aff by matern cond that may be unrelated to present preg
P008,P,Newborn affected by other maternal conditions
P01,P,Newborn affected by maternal complications of pregnancy
P02,P,"Newborn affected by comp of placenta, cord and membranes"
P022,P,NB aff by oth and unsp morpholog and functn abnlt of plcnta
P026,P,Newborn affected by other and unsp cond of umbilical cord
P027,P,Newborn affected by chorioamnionitis
P03,P,Newborn affected by other comp of labor and delivery
P038,P,Newborn affected by oth complications of labor and delivery
P0381,P,Newborn affected by abnlt in fetal heart rate or rhythm
P04,P,NB aff by noxious substnc transmitd via plcnta or brst milk
P041,P,Newborn affected by other maternal medication
P044,P,Newborn affected by maternal use of drugs of addiction
P048,P,Newborn affected by other maternal noxious substances
P05,P,Disord of NB related to slow fetal growth and fetal malnut
P050,P,Newborn light for gestational age
P051,P,Newborn small for gestational age
P07,P,"Disord of NB related to short gest and low birth weight, NE"
P070,P,Extremely low birth weight newborn
P071,P,Other low birth weight newborn
P072,P,Extreme immaturity of newborn
P073,P,Preterm [premature] newborn [other]
P08,P,Disord of newborn related to long gest and high birth weigh
P082,P,"Late newborn, not heavy for gestational age"
P09,P,Abnormal findings on neonatal screening
P10,P,Intracranial laceration and hemorrhage due to birth injury
P11,P,Other birth injuries to central nervous system
P12,P,Birth injury to scalp
P128,P,Other birth injuries to scalp
P13,P,Birth injury to skeleton
P14,P,Birth injury to peripheral nervous system
P15,P,Other birth injuries
P19,P,Metabolic acidemia in newborn
P22,P,Respiratory distress of newborn
P23,P,Congenital pneumonia
P24,P,Neonatal aspiration
P240,P,Meconium aspiration
P241,P,Neonatal aspiration of (clear) amniotic fluid and mucus
P242,P,Neonatal aspiration of blood
P243,P,Neonatal aspiration of milk and regurgitated food
P248,P,Other neonatal aspiration
P25,P,Interstit emphysema and rel cond origin in perinat period
P26,P,Pulmonary hemorrhage originating in the perinatal period
P27,P,Chronic respiratory disease origin in the perinatal period
P28,P,Oth respiratory conditions origin in the perinatal period
P281,P,Other and unspecified atelectasis of newborn
P283,P,Primary sleep apnea of newborn
P284,P,Other apnea of newborn
P288,P,Other specified respiratory conditions of newborn
P29,P,Cardiovascular disorders originating in the perinatal perio
P291,P,Neonatal cardiac dysrhythmia
P293,P,Persistent fetal circulation
P298,P,Oth cardiovasc disorders originating in the perinatal perio
P35,P,Congenital viral diseases
P36,P,Bacterial sepsis of newborn
P361,P,Sepsis of newborn due to other and unspecified streptococci
P363,P,Sepsis of newborn due to other and unspecified staphylococc
P37,P,Other congenital infectious and parasitic diseases
P38,P,Omphalitis of newborn
P39,P,Other infections specific to the perinatal period
P50,P,Newborn affected by intrauterine (fetal) blood loss
P51,P,Umbilical hemorrhage of newborn
P52,P,Intracranial nontraumatic hemorrhage of newborn
P522,P,"Intraventricular hemorrhage, grade 3 and grade 4, of newbor"
P54,P,Other neonatal hemorrhages
P55,P,Hemolytic disease of newborn
P56,P,Hydrops fetalis due to hemolytic disease
P569,P,Hydrops fetalis due to other and unsp hemolytic disease
P57,P,Kernicterus
P58,P,Neonatal jaundice due to other excessive hemolysis
P584,P,Neontl jaundice d/t mother drugs/toxins
P59,P,Neonatal jaundice from other and unspecified causes
P592,P,Neonatal jaundice from other and unsp hepatocellular damage
P61,P,Other perinatal hematological disorders
P70,P,Transitory disord of carbohydrate metab specific to newborn
P71,P,Transitory neonatal disorders of calcium and magnesium meta
P72,P,Other transitory neonatal endocrine disorders
P74,P,Oth transitory neonatal electrolyte and metabolic disturb
P742,P,Disturbances of sodium balance of newborn
P743,P,Disturbances of potassium balance of newborn
P744,P,Other transitory electrolyte disturbances of newborn
P7442,P,Disturbances of chlorine balance of newborn
P76,P,Other intestinal obstruction of newborn
P77,P,Necrotizing enterocolitis of newborn
P78,P,Other perinatal digestive system disorders
P788,P,Other specified perinatal digestive system disorders
P80,P,Hypothermia of newborn
P81,P,Other disturbances of temperature regulation of newborn
P83,P,Other conditions of integument specific to newborn
P833,P,Other and unspecified edema specific to newborn
P838,P,Other specified conditions of integument specific to newbor
P91,P,Other disturbances of cerebral status of newborn
P916,P,Hypoxic ischemic encephalopathy [HIE]
P918,P,Other specified disturbances of cerebral status of newborn
P9181,P,Neonatal encephalopathy
P9182,P,Neonatal cerebral infarction
P92,P,Feeding problems of newborn
P920,P,Vomiting of newborn
P93,P,Reactions and intoxications due to drugs administered to NB
P94,P,Disorders of muscle tone of newborn
P96,P,Other conditions originating in the perinatal period
P968,P,Oth conditions originating in the perinatal period
Q00,Q,Anencephaly and similar malformations
Q01,Q,Encephalocele
Q03,Q,Congenital hydrocephalus
Q04,Q,Other congenital malformations of brain
Q05,Q,Spina bifida
Q06,Q,Other congenital malformations of spinal cord
Q07,Q,Other congenital malformations of nervous system
Q070,Q,Arnold-Chiari syndrome
Q10,Q,"Congenital malform of eyelid, lacrimal apparatus and orbit"
Q11,Q,"Anophthalmos, microphthalmos and macrophthalmos"
Q12,Q,Congenital lens malformations
Q13,Q,Congenital malformations of anterior segment of eye
Q138,Q,Other congenital malformations of anterior segment of eye
Q14,Q,Congenital malformations of posterior segment of eye
Q15,Q,Other congenital malformations of eye
Q16,Q,Congenital malform of ear causing impairment of hearing
Q17,Q,Other congenital malformations of ear
Q18,Q,Other congenital malformations of face and neck
Q20,Q,Congenital malformations of cardiac chambers and connection
Q21,Q,Congenital malformations of cardiac septa
Q211,Q,Atrial septal defect
Q212,Q,Atrioventricular septal defect
Q22,Q,Congenital malformations of pulmonary and tricuspid valves
Q23,Q,Congenital malformations of aortic and mitral valves
Q24,Q,Other congenital malformations of heart
Q25,Q,Congenital malformations of great arteries
Q252,Q,Atresia of aorta
Q254,Q,Other congenital malformations of aorta
Q257,Q,Other congenital malformations of pulmonary artery
